Solving the file: X-n336-k84.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    335 clients
    335 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
   134000   2291s |  39   147941   147746 |  31   149250   148786
R                 |        restart        |        restart
   134500   2302s |  29   501907   148583 |  58   151684   149267
   135000   2314s |  45   157850   148466 |  50   150149   149138
   135500   2325s |  55   156098   148249 |  48   148600   148252
   136000   2337s |  28   163173   148249 |  42   150158   149742
   136500   2347s |  31   161687   148180 |  47   149550   149198
   137000   2358s |  47   157275   148180 |  39   149062   148460
   137500   2368s |  34   160422   148126 |  60   149581   149183
   138000   2377s |  27   163378   148024 |  34   149398   149202
   138500   2386s |  54   148161   147973 |  56   149564   149145
   139000   2394s |  36   148097   147949 |  41   149992   149816
   139500   2402s |  57   148094   147919 |  28   147959   147917
   140000   2410s |  50   147971   147890 |  43   148887   148437
   140500   2418s |  59   148046   147885 |  42   148604   148191
   141000   2426s |  34   147972   147883 |  34   148633   148551
   141500   2434s |  33   148037   147882 |  43   149159   148994
   142000   2441s |  63   148086   147882 |  62   148151   148011
   142500   2450s |  32   148045   147859 |  60   148212   147857
   143000   2458s |  39   147981   147857 |  61   148898   148119
   143500   2468s |  47   147889   147857 |  61   156728   148399
   144000   2478s |  42   147954   147857 |  33   151699   148315
   144500   2486s |  29   148027   147857 |  54   149193   148556
   145000   2494s |  45   148096   147854 |  46   150068   149619
   145500   2503s |  28   148026   147829 |  30   149330   149180
   146000   2512s |  38   147962   147829 |  28   149849   148872
   146500   2520s |  56   148030   147829 |  59   148199   147982
   147000   2528s |  34   147969   147829 |  48   151180   148158
   147500   2537s |  41   147999   147829 |  49   149317   148673
   148000   2545s |  34   147972   147829 |  64   149124   148650
   148500   2555s |  37   148133   147829 |  28   152107   148627
   149000   2563s |  28   148055   147829 |  45   147999   147859
   149500   2573s |  60   147961   147829 |  62   149828   144689
   150000   2583s |  32   148045   147829 |  57   149273   148574
   150500   2591s |  51   148115   147829 |  46   148018   147813
   151000   2600s |  33   148042   147829 |  31   149316   148669
   151500   2609s |  60   148065   147829 |  53   150358   148354
   152000   2619s |  48   148062   147829 |  32   149313   148729
   152500   2627s |  65   148149   147829 |  64   148164   147899
   153000   2637s |  34   148040   147829 |  62   149516   148844
   153500   2645s |  38   147984   147829 |  25   148989   148936
   154000   2653s |  54   148023   147829 |  58   149303   149042
R                 |        restart        |        restart
   154500   2662s |  51   349738   148611 |  37   151424   149473
   155000   2674s |  38   159510   148384 |  58   150514   148956
   155500   2685s |  29   162659   148276 |  34   151338   148790
   156000   2695s |  56   155733   148060 |  56   149857   149090
   156500   2706s |  36   148261   148060 |  43   149439   148807
   157000   2716s |  25   148219   148016 |  62   150243   148566
   157500   2726s |  50   148195   147940 |  45   153957   148363
   158000   2736s |  59   148185   147940 |  44   149036   148420
   158500   2745s |  33   148107   147893 |  37   148873   148448
   159000   2754s |  25   148015   147893 |  53   151444   148190
   159500   2764s |  30   148037   147834 |  56   150456   149750
   160000   2773s |  29   147982   147819 |  65   150074   149187
   160500   2782s |  57   147987   147817 |  45   149455   148763
   161000   2791s |  36   148007   147810 |  33   149468   149170
   161500   2800s |  31   147895   147810 |  46   149000   148762
   162000   2809s |  33   147931   147796 |  52   150379   148820
   162500   2817s |  31   147867   147792 |  62   149878   148605
   163000   2825s |  59   147915   147791 |  42   148568   148287
   163500   2833s |  26   147859   147790 |  42   148018   147820
   164000   2842s |  40   147851   147782 |  36   148682   148330
   164500   2850s |  31   147866   147782 |  53   149520   148463
   165000   2859s |  41   147875   147782 |  51   152767   148238
   165500   2867s |  46   147873   147782 |  54   149060   148497
   166000   2875s |  43   147933   147782 |  65   149256   148902
   166500   2884s |  54   147920   147782 |  62   149794   148666
   167000   2893s |  47   147823   147782 |  36   149526   148397
   167500   2902s |  29   147939   147780 |  62   149396   148156
   168000   2910s |  38   147883   147780 |  61   149151   148816
   168500   2919s |  30   147851   147780 |  36   151296   148307
   169000   2932s |  61   147851   147780 |  54   155309   148544
   169500   2940s |  26   147938   147780 |  56   149039   148357
   170000   2949s |  30   147916   147780 |  60   149368   149054
   170500   2958s |  45   147935   147780 |  53   157791   148491
   171000   2967s |  27   147968   147780 |  38   150946   148428
   171500   2976s |  64   148095   147780 |  50   152250   148525
   172000   2985s |  50   147933   147780 |  31   151701   148457
   172500   2994s |  51   147995   147780 |  38   149285   148917
   173000   3002s |  53   148001   147780 |  44   150752   149012
   173500   3012s |  53   147954   147780 |  52   154755   148270
   174000   3025s |  45   147906   147780 |  27   162779   148707
R                 |        restart        |        restart
   174500   3035s |  38   159713   148655 |  51   151176   150534
   175000   3046s |  30   162349   148222 |  26   149521   149287
   175500   3057s |  42   158289   148222 |  63   149506   148925
   176000   3068s |  44   157861   148196 |  28   150399   149865
   176500   3078s |  38   159193   148188 |  42   149577   148917
   177000   3089s |  62   154998   148137 |  26   149683   149366
   177500   3099s |  51   148354   148085 |  45   149772   149361
   178000   3110s |  38   148313   148044 |  25   160416   149521
   178500   3119s |  55   148107   148021 |  57   149639   148351
   179000   3128s |  42   148042   147999 |  37   150568   148573
   179500   3137s |  60   148150   147990 |  27   150612   148485
   180000   3147s |  51   148119   147989 |  44   154638   148449
   180500   3156s |  61   148104   147932 |  42   148199   145494
   181000   3166s |  27   147965   147929 |  43   149453   148664
   181500   3174s |  44   148068   147926 |  34   149278   148989
   182000   3184s |  61   148008   147926 |  25   150831   148683
   182500   3192s |  31   148043   147909 |  63   151062   149112
   183000   3200s |  37   147944   147909 |  65   153963   148473
   183500   3212s |  60   147959   147897 |  50   148297   148022
   184000   3221s |  33   147948   147895 |  44   154309   148543
   184500   3229s |  50   147971   147895 |  35   149358   148562
   185000   3237s |  42   147929   147869 |  51   148683   148425
   185500   3244s |  58   147950   147869 |  43   149738   149409
   186000   3250s |  51   147917   147856 |  58   149070   148912
   186500   3257s |  33   147935   147856 |  43   148087   147987
   187000   3265s |  58   147969   147856 |  26   149089   148995
   187500   3272s |  41   148001   147856 |  51   148784   148640
   188000   3280s |  52   147958   147856 |  48   150312   148681
   188500   3292s |  30   147971   147856 |  37   156618   148537
   189000   3301s |  60   148063   147856 |  56   149178   148819
   189500   3310s |  39   148048   147852 |  44   150955   148680
   190000   3318s |  53   147931   147852 |  38   149854   149631
   190500   3326s |  26   147918   147852 |  32   149300   148403
   191000   3334s |  62   148013   147852 |  45   149401   149049
   191500   3342s |  53   147979   147849 |  62   149355   149050
   192000   3349s |  61   147984   147849 |  62   149225   148057
   192500   3358s |  42   148054   147849 |  48   154558   148929
   193000   3367s |  65   148030   147849 |  33   148821   148591
   193500   3375s |  55   148014   147831 |  51   148613   148344
   194000   3383s |  49   147922   147827 |  65   148938   148593
R                 |        restart        |        restart
   194500   3392s |  36   433290   148762 |  54   151523   149705
   195000   3403s |  30   162376   148508 |  27   150356   148954
   195500   3414s |  60   155521   148284 |  46   148711   148347
   196000   3425s |  33   160978   148272 |  40   150316   149781
   196500   3436s |  33   160983   148260 |  48   150939   150019
   197000   3447s |  33   160822   148186 |  56   150511   149939
   197500   3458s |  51   156462   148154 |  46   150378   149375
   198000   3468s |  33   160696   148093 |  31   148820   148266
   198500   3477s |  29   162345   147931 |  43   149247   148881
   199000   3487s |  44   157467   147919 |  36   150010   149466
   199500   3495s |  43   148011   147892 |  45   148687   148164
   200000   3504s |  45   148068   147846 |  51   149732   149243
   200500   3514s |  32   147933   147828 |  31   149802   148917
   201000   3523s |  36   148030   147828 |  35   149952   149375
   201500   3532s |  34   147908   147796 |  45   149025   148411
   202000   3541s |  30   147959   147768 |  57   150791   148945
   202500   3550s |  30   147853   147766 |  65   150591   148194
   203000   3559s |  28   147831   147758 |  34   149411   149079
   203500   3567s |  65   147813   147751 |  46   148534   148190
   204000   3575s |  33   147810   147745 |  45   149984   148289
   204500   3584s |  46   147881   147744 |  40   153535   149066
   205000   3593s |  55   147807   147744 |  39   149437   148066

Search terminated in 3600.03s after 205432 iterations.
Best-found solution has cost 147718.

Solution results
================
    # routes: 94
   # clients: 375
   objective: 147718
    distance: 147718
    duration: 147718
# iterations: 205432
    run-time: 3600.03 seconds

Solving the file: X-n384-k52.vrp
PyVRP v0.10.1

Solving an instance with:
    1 depot
    383 clients
    383 vehicles (1 vehicle type)

                  |       Feasible        |      Infeasible
    Iters    Time |   #      Avg     Best |   #      Avg     Best
H     500     19s |  56    68320    67377 |  64    67761    67200
H    1000     35s |  65    68097    67147 |  64    68166    67202
H    1500     50s |  29    67339    66921 |  41    67325    66827
H    2000     65s |  55    67357    66627 |  35    67122    66649
     2500     80s |  33    67289    66627 |  47    66942    66464
H    3000     94s |  39    67159    66583 |  55    67697    66501
